"energy","zcr","peak","dominant_frequency","spectral_centroid","spectral_bandwidth","label"
181560496,0.500244,1026,1930,1120.964233,606.404785,"whistle"
213672944,0.457764,985,1939,1050.163452,601.792725,"whistle"
115642384,0.48291,780,1922,1100.26355,618.036682,"whistle"
87980504,0.495117,713,1915,1114.43457,627.258362,"whistle"
65114968,0.506836,627,1717,1130.02124,614.224121,"whistle"
42299336,0.50415,497,52,1114.122437,638.381104,"whistle"
115792080,0.510742,909,1912,1198.261597,625.476257,"whistle"
239746016,0.449219,967,527,1047.482178,584.499695,"whistle"
214173456,0.452393,962,524,1017.028687,598.377319,"whistle"
177397232,0.463135,947,529,999.631531,590.169922,"whistle"
223248080,0.4375,1040,525,1047.852539,585.413574,"whistle"
253160816,0.499268,990,1741,1209.930176,594.023376,"whistle"
259634064,0.583984,1001,1742,1325.974609,516.927734,"whistle"
47661688,0.500244,888,1919,1095.605835,574.592285,"whistle"
37796416,0.522705,740,1743,1129.704712,588.294006,"whistle"
47527456,0.51709,761,1741,1150.225586,592.961121,"whistle"
34623372,0.530273,575,1805,1138.373657,599.552917,"whistle"
316388768,0.57251,1002,1745,1286.13916,558.483398,"whistle"
226331024,0.529541,983,1745,1134.403687,580.639893,"whistle"
187321760,0.530029,994,1729,1139.349487,598.652466,"whistle"
188058464,0.517822,1049,1748,1147.12146,565.641663,"whistle"
189271040,0.545654,966,1746,1223.247192,559.617188,"whistle"
217414512,0.433594,983,530,993.772949,622.640625,"whistle"
164016016,0.488525,991,1740,1135.541992,611.346313,"whistle"
208442704,0.513916,1056,1734,1172.669312,590.215759,"whistle"
177110768,0.493652,980,1916,1072.762207,584.765076,"whistle"
201146672,0.496338,1185,1724,1134.40918,595.272034,"whistle"
93659360,0.531006,827,1916,1189.327637,626.152527,"whistle"
171418176,0.503174,960,1741,1143.475464,597.053528,"whistle"
126901968,0.545654,1261,1742,1230.656616,607.590515,"whistle"
37332512,0.521484,929,1740,1117.959473,645.500977,"whistle"
141664560,0.538574,1035,1742,1219.156372,618.073547,"whistle"
244834080,0.522949,1041,1719,1204.119995,575.990234,"whistle"
141339888,0.474854,991,1737,1094.398071,598.212219,"whistle"
167506896,0.475342,989,1738,1068.4646,605.010132,"whistle"
141444272,0.539795,993,1737,1226.505371,604.491943,"whistle"
287125312,0.445068,1018,526,1085.997559,589.75116,"whistle"
275891296,0.44751,1074,1725,1103.378174,596.825073,"whistle"
22742960,0.473389,617,111,1054.821167,623.322693,"whistle"
24536456,0.465332,536,1814,1045.019531,624.187439,"whistle"
47535692,0.484375,801,1912,1108.432983,629.756653,"whistle"
34234196,0.476318,762,1777,1039.608154,627.567444,"whistle"
80690240,0.461426,966,110,1074.210815,604.315613,"whistle"
129277800,0.431396,983,111,1019.724731,596.722778,"whistle"
162153968,0.442871,949,1808,1072.952515,654.428162,"whistle"
155782496,0.509033,882,1745,1166.19397,634.881714,"whistle"
53029680,0.457031,899,111,983.392273,601.714539,"whistle"
242511536,0.477783,989,1746,1091.832153,594.867798,"whistle"
243006416,0.492188,1114,1747,1138.843018,597.526855,"whistle"
324980640,0.485107,999,1749,1247.55542,584.722107,"whistle"
248868336,0.490967,969,1758,1150.322388,626.826233,"whistle"
223527088,0.449707,951,544,978.556885,613.349365,"whistle"
56394260,0.362061,573,150,1059.993408,633.490356,"whistle"
68911176,0.4375,828,146,1126.133057,633.964905,"whistle"
169206528,0.481445,980,1924,1153.296387,593.183411,"whistle"
29254040,0.453857,457,147,1026.741089,621.901611,"whistle"
42992384,0.427734,480,146,1030.782593,624.022522,"whistle"
187018064,0.428467,1004,531,980.10144,619.914185,"whistle"
178877328,0.467041,988,1741,1104.884888,606.711731,"whistle"
206744304,0.475586,1004,1930,1059.888428,605.509216,"whistle"
154234112,0.47998,1000,1753,1103.662109,603.997742,"whistle"
180158496,0.49292,1015,1791,1112.530029,624.276978,"whistle"
90113616,0.469482,913,946,1154.405762,579.869812,"whistle"
110205544,0.523926,843,1750,1187.430054,605.410095,"whistle"
121666160,0.531006,989,1793,1221.054321,547.899109,"whistle"
109051264,0.447021,821,536,1024.449951,614.42981,"whistle"
103862744,0.531738,976,1932,1260.851562,584.872009,"whistle"
188977760,0.528076,980,1934,1212.860229,595.693848,"whistle"
185207328,0.511475,968,1801,1151.615234,570.243835,"whistle"
228703536,0.507324,968,1755,1134.100342,552.775391,"whistle"
246445104,0.504883,1161,1937,1159.139648,608.156921,"whistle"
217614080,0.523438,1062,1744,1155.937256,583.660767,"whistle"
84679104,0.371338,649,441,1019.600891,656.947815,"whistle"
183291680,0.455078,976,56,1150.240601,621.195496,"whistle"
256747808,0.435303,1041,52,1167.466431,642.27417,"whistle"
214996608,0.426025,1072,53,1138.487549,635.404236,"whistle"
86820576,0.392578,738,53,1056.543335,634.965271,"whistle"
203636160,0.400391,1188,54,1057.130249,596.605103,"whistle"
310236832,0.467773,987,1744,1226.028687,606.843506,"whistle"
256904480,0.368652,981,519,1035.873657,616.735229,"whistle"
233116880,0.392334,971,55,1059.672119,588.808228,"whistle"
185563328,0.367188,1121,56,1020.797119,605.959717,"whistle"
363777184,0.480469,1009,1745,1286.814087,562.324768,"whistle"
191089584,0.458984,945,1742,1118.377075,608.762512,"whistle"
307848288,0.462646,994,1745,1177.153442,587.072937,"whistle"
212559808,0.45459,961,1743,1129.546631,599.923889,"whistle"
203350608,0.44751,939,1743,1123.04187,593.828491,"whistle"
100857576,0.41748,896,271,1081.790771,600.598999,"whistle"
109040200,0.446777,893,1744,1156.545044,607.736816,"whistle"
190771760,0.383545,899,1746,1061.113403,556.616577,"whistle"
294497536,0.491699,999,1744,1276.125,559.269226,"whistle"
96631624,0.408691,758,1740,1037.106934,607.028381,"whistle"
78793384,0.270752,633,442,818.200928,643.494324,"whistle"
83917024,0.294922,815,442,892.934265,655.674377,"whistle"
112005968,0.342041,802,442,1047.155273,672.656616,"whistle"
126191936,0.349121,900,442,1024.471924,680.004456,"whistle"
72435576,0.287354,722,442,886.742126,671.871155,"whistle"
208025248,0.384277,1078,441,1081.484009,632.643555,"whistle"
217453536,0.35791,965,442,1011.69812,631.054504,"whistle"
200652976,0.386719,936,442,1045.275635,620.342957,"whistle"
225178144,0.392822,974,442,1060.541626,619.871643,"whistle"
228814864,0.351074,946,441,1036.010742,659.323425,"whistle"
258603072,0.41626,973,441,1117.012085,642.56366,"whistle"
286816448,0.370361,984,441,989.14917,614.900818,"whistle"
253037344,0.324707,1116,441,913.767761,632.878418,"whistle"
283123808,0.366211,1189,441,1007.152344,620.55957,"whistle"
273054048,0.378662,1102,441,978.81543,622.056213,"whistle"
263307536,0.322998,1055,441,977.238281,661.182495,"whistle"
229669760,0.297607,918,441,946.150269,648.512207,"whistle"
189185216,0.247314,862,441,803.514099,643.708862,"whistle"
230910096,0.327881,937,441,988.783386,642.501648,"whistle"
218816736,0.327637,891,441,1012.381226,656.081421,"whistle"
